Age,Attrition,Department,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36,No,Research & Development,9,4,1,1,Male,4,1,Laboratory Technician,2,2810,No,22,4,2,5,3,3,5,4,0,2
34,No,Sales,1,3,1,1,Male,3,3,Sales Executive,4,9888,No,21,4,1,14,3,2,14,8,2,1
34,No,Sales,13,4,1,4,Male,3,3,Sales Executive,3,8628,No,18,3,3,9,2,2,8,7,1,1
26,No,Research & Development,1,3,1,3,Male,3,1,Laboratory Technician,1,2867,No,13,3,4,8,6,2,7,7,7,6
29,No,Research & Development,1,3,1,1,Male,3,2,Healthcare Representative,1,5373,No,12,3,1,6,5,2,5,3,0,2
32,No,Research & Development,15,4,1,3,Female,3,2,Healthcare Representative,4,6667,No,18,3,2,9,6,3,5,1,1,2
31,No,Research & Development,1,3,1,4,Male,1,2,Research Scientist,1,5003,No,21,4,2,10,6,3,10,8,8,7
28,Yes,Research & Development,17,3,1,3,Male,2,1,Laboratory Technician,4,2367,No,12,3,1,6,2,2,4,1,0,3
38,No,Sales,1,3,1,1,Male,2,1,Sales Representative,1,2858,No,14,3,1,20,3,2,1,0,0,0
35,No,Sales,7,4,1,3,Female,3,2,Sales Executive,4,5204,Yes,11,3,4,10,2,3,10,8,0,9
27,No,Sales,9,3,1,4,Male,3,2,Sales Executive,4,4105,No,14,3,1,7,5,3,7,7,0,7
32,No,Research & Development,5,4,1,4,Male,2,2,Manufacturing Director,4,9679,No,24,4,2,8,1,3,1,0,0,0
31,Yes,Sales,26,4,1,1,Male,3,2,Sales Executive,4,5617,Yes,11,3,3,10,4,3,10,7,0,8
53,Yes,Sales,24,4,1,1,Male,3,3,Sales Executive,1,10448,Yes,13,3,2,15,2,2,2,2,2,2
54,No,Research & Development,9,2,1,1,Female,3,2,Research Scientist,3,2897,No,11,3,3,9,6,2,4,3,2,3
33,No,Research & Development,7,2,1,4,Male,3,2,Healthcare Representative,3,5968,No,20,4,3,9,2,3,9,7,2,8
43,No,Research & Development,11,3,1,1,Male,3,3,Healthcare Representative,3,7510,No,17,3,2,10,1,3,10,9,0,9
38,No,Human Resources,1,4,1,4,Male,3,1,Human Resources,2,2991,Yes,11,3,2,7,2,3,6,2,1,2
55,No,Human Resources,26,4,1,3,Male,4,5,Manager,2,19636,Yes,18,3,1,35,0,3,10,9,1,4
31,No,Research & Development,2,1,1,4,Female,1,1,Laboratory Technician,4,1129,Yes,11,3,3,1,4,3,1,0,0,0
39,No,Sales,15,4,1,2,Male,3,4,Sales Executive,1,13341,No,12,3,1,21,3,3,20,8,11,10
42,No,Research & Development,23,2,1,4,Male,2,2,Research Scientist,3,4332,No,12,3,4,20,2,3,20,9,3,7
31,No,Research & Development,10,3,1,3,Female,3,3,Research Director,3,11031,No,20,4,3,13,2,4,11,7,4,8
54,No,Research & Development,10,3,1,3,Female,3,2,Manufacturing Director,1,4440,Yes,19,3,4,9,3,3,5,2,1,4
24,No,Research & Development,1,2,1,2,Male,2,2,Healthcare Representative,3,4617,No,12,3,2,4,2,2,4,3,1,2
23,No,Research & Development,12,2,1,4,Male,3,1,Laboratory Technician,4,2647,No,13,3,3,5,6,4,5,2,1,4
40,No,Research & Development,11,3,1,4,Female,3,2,Laboratory Technician,3,6323,No,11,3,1,10,2,4,10,9,9,4
40,No,Sales,2,2,1,2,Female,3,2,Sales Executive,2,5677,No,14,3,3,15,4,3,11,8,5,10
25,No,Human Resources,2,3,1,3,Female,3,1,Human Resources,2,2187,No,14,3,3,6,3,3,2,0,1,2
30,No,Research & Development,1,2,1,4,Male,3,1,Laboratory Technician,2,3748,No,13,3,3,12,6,2,12,8,1,7
25,No,Research & Development,2,1,1,4,Male,3,1,Laboratory Technician,3,3977,Yes,19,3,3,7,2,2,2,2,0,2
47,No,Research & Development,25,3,1,1,Male,3,3,Healthcare Representative,3,8633,No,23,4,2,25,3,3,17,14,12,11
33,No,Research & Development,1,2,1,2,Male,2,1,Laboratory Technician,3,2008,No,12,3,3,1,2,2,1,1,0,0
38,No,Sales,1,4,1,4,Male,3,2,Sales Executive,2,4440,No,15,3,1,16,3,3,15,13,5,8
31,No,Sales,2,2,1,1,Male,3,1,Sales Representative,3,3067,No,19,3,3,3,1,3,2,2,1,2
38,No,Research & Development,6,4,1,1,Male,2,2,Manufacturing Director,3,5321,No,11,3,4,10,1,3,8,3,7,7
42,No,Research & Development,18,4,1,4,Male,3,2,Research Scientist,1,5410,Yes,17,3,3,9,3,2,4,3,1,2
41,No,Research & Development,1,3,1,4,Male,3,1,Research Scientist,4,2782,No,22,4,1,12,3,3,5,3,1,0
47,No,Research & Development,1,1,1,3,Female,3,3,Research Director,2,11957,No,18,3,1,14,3,1,13,8,5,12
35,No,Research & Development,11,4,1,4,Male,3,1,Laboratory Technician,3,2660,Yes,11,3,3,5,3,3,2,2,2,2
22,No,Research & Development,1,2,1,4,Male,3,1,Research Scientist,3,3375,No,12,3,4,4,2,4,3,2,1,2
35,No,Research & Development,9,4,1,2,Male,3,2,Research Scientist,3,5098,No,19,3,2,10,5,3,10,7,0,8
33,No,Research & Development,15,2,1,2,Female,3,2,Healthcare Representative,4,4878,Yes,13,3,1,10,6,3,9,7,8,1
32,No,Research & Development,29,4,1,3,Female,2,1,Laboratory Technician,2,2837,No,13,3,3,6,3,3,6,2,4,1
40,No,Research & Development,1,4,1,1,Male,3,1,Laboratory Technician,4,2406,No,19,3,3,8,3,2,1,0,0,0
32,No,Sales,1,4,1,2,Male,2,1,Sales Representative,2,2269,No,14,3,2,3,2,3,2,2,2,2
39,No,Research & Development,24,1,1,1,Male,3,2,Research Scientist,4,4108,No,13,3,1,18,2,3,7,7,1,7
38,No,Research & Development,10,3,1,2,Female,1,3,Research Director,3,13206,No,12,3,1,20,3,3,18,16,1,11
32,No,Sales,1,4,1,3,Female,3,3,Sales Executive,4,10422,No,19,3,3,14,3,3,14,10,5,7
37,No,Research & Development,10,3,1,3,Female,4,3,Research Director,4,13744,Yes,25,4,1,16,2,3,16,11,6,8
25,No,Sales,8,2,1,1,Female,3,2,Sales Executive,3,4907,Yes,22,4,2,6,3,2,5,3,0,4
52,No,Sales,29,4,1,1,Male,3,1,Sales Representative,4,3482,No,15,3,2,16,3,2,9,8,0,0
44,No,Research & Development,1,3,1,2,Male,3,1,Research Scientist,4,2436,Yes,12,3,3,6,2,3,4,3,1,2
21,No,Sales,5,1,1,3,Male,3,1,Sales Representative,1,2380,Yes,11,3,4,2,6,3,2,2,1,2
39,No,Research & Development,9,3,1,4,Male,3,5,Manager,4,19431,No,13,3,3,21,3,2,6,0,1,3
23,Yes,Sales,9,3,1,4,Male,3,1,Sales Representative,1,1790,No,19,3,1,1,3,2,1,0,1,0
36,No,Sales,3,3,1,1,Female,2,3,Sales Executive,4,7644,No,19,3,3,10,2,3,9,7,3,4
36,No,Research & Development,4,2,1,4,Female,3,2,Manufacturing Director,2,5131,No,13,3,2,18,3,3,4,2,0,2
56,No,Research & Development,1,4,1,3,Male,3,2,Healthcare Representative,3,6306,No,21,4,1,13,2,2,13,12,1,9
29,Yes,Research & Development,1,4,1,1,Male,3,1,Research Scientist,4,4787,Yes,14,3,2,4,3,4,2,2,2,2
42,No,Research & Development,2,3,1,1,Male,3,5,Manager,3,18880,No,11,3,1,24,2,2,22,6,4,14
56,Yes,Research & Development,7,2,1,4,Male,3,1,Laboratory Technician,3,2339,No,11,3,4,14,4,1,10,9,9,8
41,No,Research & Development,28,4,1,1,Female,2,4,Manufacturing Director,2,13570,No,23,4,3,21,3,3,20,7,0,10
34,No,Sales,28,3,1,4,Female,2,2,Sales Executive,3,6712,No,21,4,4,8,2,3,8,7,1,7
36,No,Sales,15,4,1,4,Male,1,2,Sales Executive,4,5406,No,24,4,1,15,4,2,15,12,11,11
41,No,Sales,3,3,1,3,Male,2,2,Sales Executive,2,8938,No,11,3,3,14,5,3,5,4,0,4
32,No,Research & Development,2,3,1,4,Male,3,1,Research Scientist,1,2439,No,14,3,4,4,4,3,4,2,1,2
35,No,Human Resources,26,4,1,3,Female,3,3,Human Resources,4,8837,Yes,16,3,3,9,2,3,9,0,1,7
38,No,Sales,10,2,1,1,Female,3,2,Sales Executive,4,5343,No,11,3,3,10,1,3,10,7,1,9
50,Yes,Sales,1,4,1,2,Male,3,2,Sales Executive,3,6728,No,12,3,4,12,3,3,6,3,0,1
36,No,Sales,11,4,1,2,Female,2,2,Sales Executive,4,6652,No,13,3,1,8,2,2,6,3,0,0
45,No,Sales,20,3,1,4,Female,3,2,Sales Executive,3,4850,No,15,3,3,8,3,3,5,3,0,1
40,No,Research & Development,2,4,1,3,Male,2,1,Research Scientist,3,2809,No,14,3,4,8,2,3,2,2,2,2
35,No,Research & Development,18,4,1,3,Male,3,2,Healthcare Representative,3,5689,Yes,14,3,4,10,2,4,10,2,0,2
40,No,Research & Development,2,4,1,3,Female,3,1,Research Scientist,3,2001,No,14,3,2,20,2,3,5,3,0,2
35,No,Research & Development,1,4,1,3,Female,1,1,Research Scientist,4,2977,No,12,3,4,4,5,3,4,3,1,1
29,No,Research & Development,13,2,1,4,Male,2,2,Laboratory Technician,2,4025,Yes,13,3,1,10,2,3,4,3,0,3
29,No,Research & Development,28,4,1,4,Female,2,1,Research Scientist,1,3785,No,14,3,2,5,3,1,5,4,0,4
50,Yes,Sales,28,3,1,4,Male,2,3,Sales Executive,1,10854,Yes,13,3,2,20,3,3,3,2,2,0
39,No,Sales,24,1,1,2,Female,2,4,Sales Executive,4,12031,No,11,3,1,21,2,2,20,9,9,6
31,No,Research & Development,5,3,1,2,Male,3,2,Manufacturing Director,1,9936,No,19,3,2,10,2,3,9,4,1,7
26,No,Sales,5,3,1,4,Female,2,1,Sales Representative,3,2966,No,18,3,4,5,2,3,4,2,0,0
36,No,Research & Development,23,2,1,3,Male,4,2,Laboratory Technician,4,2571,No,17,3,3,17,3,3,5,2,0,3
39,No,Research & Development,6,1,1,4,Male,2,3,Healthcare Representative,1,9991,No,15,3,1,9,5,3,7,7,1,7
27,No,Research & Development,4,3,1,2,Male,4,2,Manufacturing Director,2,6142,Yes,20,4,2,6,0,3,6,2,0,3
49,No,Sales,2,3,1,4,Male,2,2,Sales Executive,2,5390,No,14,3,4,17,3,2,9,6,0,8
34,No,Research & Development,8,3,1,2,Male,4,2,Laboratory Technician,3,4404,No,12,3,1,6,3,4,4,3,1,2
